,total_cases
41676,36976.0
49929,921374.0
23927,3.0
50863,4582.0
41226,583.0
11567,367204.0
39075,87607.0
9016,273.0
380,795.0
7713,141.0
12188,5089.0
10747,35.0
58288,15224082.0
25509,524503.0
46776,11.0
52006,49.0
43686,431715.0
45590,717.0
22479,339.0
51110,42295.0
54857,646.0
12954,1182.0
59219,7453.0
36562,19667.0
31183,2069.0
11355,91885.0
44647,24.0
10519,854.0
48426,5.0
8186,198053.0
42023,7777.0
49903,640040.0
57805,85.0
31278,1541.0
40520,8549.0
34683,1313675.0
58745,2.0
14826,90.0
35409,136.0
34292,395.0
21791,1163.0
19700,2963.0
208,38919.0
19361,6984.0
3297,7553.0
38472,3.0
9152,392.0
55048,28733.0
6071,5.0
53945,123.0
11462,4881.0
58609,1976.0
15842,53156.0
28153,97127.0
55205,52285.0
46295,14102.0
38647,1182.0
49505,2322.0
48722,17.0
40702,27.0
9328,18973.0
8355,1175.0
26584,36.0
29724,22.0
33881,3292.0
21089,91619.0
41981,142.0
6343,2.0
20736,47601.0
1610,23.0
30645,71.0
31096,123.0
33579,2352.0
29503,1111.0
38093,1963.0
44978,58.0
38235,759.0
46834,11.0
2112,965609.0
9954,2373.0
24176,8137119.0
14594,12417.0
36998,1843.0
49400,4.0
8978,197.0
42428,42622.0
36443,4764.0
33923,6418.0
35504,298.0
23875,5604.0
55377,1061074.0
45166,2.0
43599,17.0
6058,5.0
16435,1037.0
49712,2277.0
56904,29057.0
56826,2964.0
50380,2.0
34011,7703.0
49844,267551.0
6510,110999.0
30010,154944.0
20931,3203.0
28573,32510.0
33010,11358.0
54251,1087.0
46889,127.0
31512,152215.0
20382,251058.0
22603,5133.0
29919,27518.0
30117,702.0
35134,100.0
5814,412.0
14451,14169.0
31768,19634.0
30787,41686.0
23409,4435.0
7218,11531.0
13931,8351.0
23794,2663.0
35265,355.0
44010,728.0
7542,6623911.0
14223,459.0
40665,106622.0
2926,14476.0
12107,2028.0
25440,273821.0
2697,12428.0
24120,4023179.0
9382,21506.0
48313,139281.0
59157,942.0
11198,84286.0
37459,199760.0
29950,62944.0
6384,598.0
43155,130462.0
34638,943630.0
16847,4941.0
47625,58102.0
39992,117167.0
37576,32838.0
41953,3.0
52770,509.0
459,4290.0
10560,926.0
17623,9.0
7074,399.0
3082,37474.0
38517,795.0
20402,283712.0
12921,9.0
21289,24.0
14907,4643.0
18537,1.0
51075,21601.0
23181,91509.0
34164,335.0
16684,4.0
19892,408.0
51582,154251.0
35536,313.0
16452,2395.0
21433,127.0
34842,20980.0
5327,132203.0
19832,3841.0
46366,15835.0
52581,12.0
30700,1589.0
13364,2440.0
3353,32443.0
6327,636.0
23876,5621.0
38021,1671.0
56317,6064991.0
31041,89.0
40496,1382.0
47995,198184.0
35410,140.0
9563,52865.0
17444,2091.0
1385,346.0
9547,25680.0
5963,2781.0
11367,92814.0
39554,9025.0
27505,227208.0
19986,1104.0
26304,203591.0
22851,8781.0
25313,2431.0
35821,5165.0
31906,542.0
31360,2194.0
25392,102226.0
37362,21390.0
933,94371.0
2065,408426.0
36420,2914.0
12832,20429.0
47540,56031.0
8217,114.0
21454,34.0
33819,7.0
45854,37136.0
8324,1005.0
24608,706.0
55480,9281.0
42592,1330543.0
3410,40061.0
55073,37742.0
31011,84.0
113,26314.0
6777,5869.0
2771,27121.0
11784,272.0
10370,4900.0
37239,9.0
7651,141.0
16949,5166.0
55334,551533.0
3511,222885.0
57248,12.0
40668,111102.0
57342,12.0
45724,963.0
17784,4884.0
3119,83267.0
32098,17341.0
42615,331.0
49512,2450.0
19698,2797.0
8237,497.0
11964,693.0
41812,722832.0
10697,1770.0
2320,23909.0
46044,353255.0
40538,13398.0
12782,18269.0
3122,93949.0
40748,6021.0
7477,4906833.0
22809,7997.0
37974,1534.0
12434,15841.0
14900,4565.0
54349,8100.0
22960,3.0
48445,164.0
52163,484.0
44450,19.0
48191,3389.0
48561,3227.0
49263,22055.0
57897,349.0
26030,41058.0
895,63446.0
40848,71418.0
25512,531769.0
51570,74422.0
38424,5838.0
10090,11302.0
1830,139.0
33934,6693.0
41942,2.0
7241,14025.0
43353,23400.0
4728,292.0
22978,219.0
49276,23455.0
11856,452.0
23968,3588.0
54286,1319.0
57539,3483.0
34962,89843.0
41077,8.0
25997,18476.0
50855,4320.0
35446,215.0
13962,10024.0
55832,163630.0
29924,31792.0
45885,108571.0
17243,594.0
3921,12311.0
37908,1479.0
48076,1466.0
57503,423.0
13166,54087.0
58476,1.0
55968,360544.0
30824,74324.0
50172,2033.0
49887,488513.0
2698,12894.0
1351,86.0
48444,135.0
46471,7483.0
43104,118994.0
104,20345.0
34104,227.0
30545,1663.0
39877,61247.0
48359,16.0
4825,14917.0
50887,4979.0
14830,150.0
10730,2.0
42657,24027.0
4972,76957.0
36624,199.0
18612,4906.0
55270,155558.0
43465,148886.0
44752,141.0
28447,49440.0
57520,1459.0
30234,2109.0
1459,3789.0
26326,228006.0
55546,48246.0
28504,289.0
5083,1.0
15315,32.0
32841,617.0
29330,24.0
8575,63.0
52241,563.0
45513,4.0
46278,12949.0
21812,2796.0
18363,27.0
1494,8582.0
45184,1.0
56068,2010077.0
45733,979.0
20656,37812.0
55512,31086.0
14796,169358.0
4929,69203.0
25354,21315.0
25811,61059.0
16819,4821.0
31805,40037.0
44269,15.0
58371,38169037.0
15473,8807.0
49557,2649.0
40381,506701.0
16595,31975.0
53478,30.0
45501,2706.0
23558,306368.0
5330,143596.0
17099,232.0
12068,635.0
17885,7093.0
16846,4928.0
45097,100.0
28681,101851.0
30871,100744.0
36156,101743.0
55522,37642.0
5427,670249.0
2519,162643.0
25314,2480.0
52483,10414.0
32013,15520.0
2318,22488.0
38988,59465.0
4984,81505.0
23149,71616.0
20084,37263.0
18929,14463.0
21593,61428.0
57699,100817.0
996,545.0
14466,16763.0
36259,440970.0
17539,5933.0
6037,1.0
25608,8089.0
20971,4227.0
29438,712.0
15252,18.0
4502,80.0
16255,100708.0
27486,136555.0
39466,7156.0
26106,232183.0
52054,429.0
42125,122754.0
44332,17.0
41028,2.0
17484,2676.0
18396,32.0
9646,113473.0
35064,93.0
3362,33731.0
22895,9168.0
38389,5514.0
37537,503.0
50420,375.0
50293,8413.0
53369,24.0
30865,98381.0
56143,1147.0
47964,117283.0
48592,3389.0
28627,67448.0
9418,23869.0
22147,1614.0
20643,29672.0
50609,13943.0
34655,1032688.0
16686,6.0
32475,197.0
26068,99836.0
52301,802.0
32170,38.0
42401,33907.0
12071,683.0
17547,7637.0
39485,8099.0
22017,13325.0
38465,6097.0
35750,389.0
25637,22760.0
13630,949.0
9858,88.0
55621,78849.0
7387,1603055.0
41036,7.0
2556,27.0
28765,147192.0
42488,81673.0
12715,9214.0
38471,3.0
9463,26848.0
47287,2413.0
3701,3032.0
55178,30415.0
48048,1335.0
8215,75.0
28372,16130.0
35945,50054.0
45741,991.0
45561,484.0
41186,510.0
54448,126752.0
15527,31816.0
44543,15.0
10031,7371.0
41468,9022.0
6636,156887.0
13710,1395.0
52725,509.0
28142,95713.0
35005,142851.0
12135,3745.0
43343,20749.0
32519,5780.0
55817,93812.0
5309,97976.0
21275,24.0
1103,889.0
50804,904.0
8555,15.0
16798,3071.0
9898,477.0
783,24278.0
16343,119281.0
39425,400.0
54115,6775.0
55263,136966.0
2521,4.0
40938,136024.0
36246,415226.0
43387,41275.0
26168,334908.0
42954,1325.0
23033,4640.0
9778,381557.0
38593,1124.0
2932,14925.0
7620,137.0
27496,188410.0
19813,3786.0
26615,432.0
27481,109321.0
14942,5084.0
19032,205773.0
18042,10207.0
10432,1.0
6462,42984.0
1255,7633.0
41493,24214.0
52806,509.0
51286,243129.0
40650,78493.0
25531,569873.0
2280,4823.0
13754,1811.0
53421,27.0
30305,14.0
47071,104.0
54150,7273.0
34435,5847.0
48705,4714.0
39459,6603.0
8187,199491.0
20697,45601.0
41591,95353.0
1795,112.0
53051,3227.0
24702,721.0
11684,1334089.0
3730,5191.0
11045,620641.0
40729,2528.0
51362,9877.0
37068,11654.0
11598,671848.0
28595,46195.0
41354,213.0
25554,596193.0
9345,20009.0
45701,935.0
57730,111951.0
22878,9046.0
42869,274011.0
16520,19126.0
50190,2671.0
17228,518.0
50399,14.0
34748,2154.0
54572,188897.0
46961,153.0
54932,2166.0
17647,31.0
33811,7.0
34935,67958.0
38545,966.0
51798,1188.0
34997,135910.0
8622,310.0
1330,45.0
3887,2921.0
9512,77.0
36879,11.0
45164,2.0
7545,6781799.0
28683,103199.0
49324,27942.0
751,11504.0
51026,771.0
47700,105.0
34727,177.0
43692,484630.0
40492,833.0
32164,34.0
44488,30.0
15931,127643.0
57537,3150.0
28396,20999.0
15568,79732.0
14089,181962.0
44551,15.0
30661,256.0
49693,2.0
42787,59457.0
36277,7.0
13106,11428.0
35177,121.0
14918,4878.0
44539,15.0
23894,5832.0
11775,197.0
5575,475.0
34411,316.0
32045,16718.0
16136,11228.0
41336,96.0
52650,509.0
7931,846.0
7476,4847092.0
47179,1954.0
28303,8799.0
19134,786590.0
27817,180777.0
10501,778.0
20555,1279.0
12600,177614.0
19092,321160.0
39398,83329.0
51276,192439.0
13021,2249.0
51762,338.0
31743,9360.0
31888,193.0
25884,152539.0
40506,4277.0
29106,10.0
51936,10821.0
21970,11635.0
36830,107215.0
13208,179718.0
24613,712.0
1660,26.0
41769,407492.0
8119,34930.0
20026,1548.0
20139,216843.0
39162,1622.0
46709,292640.0
39984,114434.0
3848,305.0
31800,37017.0
41329,56.0
31900,326.0
36411,2241.0
8985,226.0
4945,71523.0
4266,162417.0
5108,1.0
56195,1142639.0
45373,716.0
13834,18004.0
56902,27793.0
16936,5137.0
6127,62.0
7864,152.0
16367,139471.0
3687,2276.0
49705,259.0
22679,33.0
33748,4.0
36460,7757.0
48817,73533.0
28417,35549.0
33652,9253.0
24769,721.0
47152,1711.0
52967,2811.0
52724,509.0
40991,231357.0
22178,1954.0
10260,4605.0
13492,7798.0
3047,23179.0
20885,2620.0
45914,220144.0
31103,142.0
43716,666941.0
55347,728834.0
22776,7053.0
39285,15293.0
11452,2979.0
12607,1.0
46487,10032.0
37238,6.0
46019,343373.0
5016,106279.0
2371,41701.0
37395,47236.0
16221,95314.0
24694,721.0
27030,18254.0
14117,465523.0
20708,46222.0
57801,56.0
9708,147583.0
10888,355667.0
39914,83769.0
35049,42.0
12148,3979.0
11305,90505.0
8067,16266.0
34403,41.0
31884,149.0
26874,2.0
47390,455.0
24238,10266674.0
23251,121827.0
14917,4822.0
14392,10872.0
45199,109.0
54640,267064.0
127,31507.0
46170,1492.0
15776,10128.0
33462,569.0
21350,25.0
49995,1797236.0
48254,50870.0
35080,95.0
52112,447.0
6657,5.0
30560,1779.0
10359,4866.0
54198,864.0
14879,2914.0
28790,154841.0
9655,117677.0
4349,357873.0
52039,393.0
30547,1676.0
4038,69361.0
45546,251.0
841,49194.0
35792,3411.0
23713,1833.0
43449,116415.0
45912,213716.0
19062,227302.0
4977,78631.0
43613,367.0
21807,2374.0
54543,156827.0
4565,97.0
42496,93481.0
59198,5745.0
44967,57.0
55190,39852.0
34371,527.0
35968,29.0
13144,20621.0
27438,8061.0
29615,2765.0
4406,447341.0
44961,55.0
10876,330930.0
3456,71580.0
54398,64363.0
50289,6287.0
9897,466.0
49177,12257.0
32438,12.0
3371,34759.0
44996,62.0
56705,4564.0
53017,3125.0
52300,799.0
37647,50433.0
24084,1634746.0
21786,761.0
11106,80945.0
42580,1239998.0
44601,19.0
19543,3.0
56033,1347907.0
15011,5423.0
28852,1117.0
45614,863.0
17034,39.0
31698,7838.0
17605,34138.0
31356,2120.0
21422,112.0
26541,1977370.0
36139,66855.0
6679,459.0
57976,1049.0
15308,31.0
36296,29.0
11540,145632.0
46080,361178.0
51256,117913.0
28961,44036.0
14351,10114.0
58960,16000.0
41554,67589.0
38667,1200.0
22675,27.0
46632,33735.0
27630,12067.0
37337,16719.0
56488,517.0
29897,14937.0
46184,2812.0
367,584.0
8309,919.0
2471,129085.0
31060,106.0
57411,27.0
7026,35.0
54643,271705.0
22929,9648.0
41396,1070.0
53200,4180.0
1455,3388.0
45079,85.0
26896,43.0
47035,373.0
59230,7683.0
21321,24.0
58063,1358.0
35581,356.0
26610,350.0
28326,12683.0
10580,970.0
4309,279144.0
22028,13545.0
30526,1498.0
17935,38.0
19150,1283208.0
20845,695.0
54089,5904.0
8387,1486.0
4312,287959.0
10714,2077.0
56511,711.0
51664,5.0
19766,3680.0
10080,10867.0
8664,445.0
46134,190.0
8688,474.0
30602,21.0
4320,306794.0
54019,1920.0
48436,21.0
20606,11964.0
53650,661.0
10551,889.0
17028,39.0
48052,1373.0
27666,54747.0
1201,4567.0
22962,8.0
19530,9694.0
38929,45687.0
27396,1339.0
30520,1442.0
40292,321218.0
24788,721.0
33430,422.0
2724,23558.0
19148,1211176.0
44250,15.0
53137,3628.0
45322,699.0
2406,47552.0
40310,335093.0
44216,10122.0
18563,59.0
5300,89141.0
782,23691.0
11851,427.0
11215,84785.0
55469,4521.0
8898,122.0
21820,3275.0
17511,3846.0
40261,302020.0
24048,473105.0
56792,1405.0
8038,11955.0
7346,374898.0
53395,27.0
15163,16.0
16792,3071.0
54317,2023.0
48992,817878.0
24339,24538.0
33211,2475.0
33118,216.0
35002,140996.0
21178,18.0
29447,818.0
41699,115754.0
45570,639.0
10882,343592.0
55035,21612.0
4350,359148.0
37600,43410.0
15243,18.0
43003,42213.0
12304,69.0
54788,44.0
50917,5227.0
2492,150218.0
26288,159516.0
38268,2170.0
38859,9302.0
44514,2.0
3655,574.0
22351,4.0
43424,85833.0
40674,122643.0
4869,53973.0
54242,1084.0
36577,20.0
24053,566840.0
19075,251781.0
6153,80.0
34990,127253.0
24724,721.0
50037,1.0
7922,593.0
39361,56164.0
29822,1442.0
25673,25303.0
45476,2072.0
23068,20262.0
53789,2722.0
9653,116871.0
16537,24622.0
12357,801.0
45018,64.0
48361,17.0
50264,3360.0
27211,214575.0
54847,329.0
26937,1416.0
19379,8077.0
36290,17.0
12922,10.0
52940,934.0
56113,12.0
4287,223453.0
11965,715.0
37758,234203.0
32688,16220.0
4744,356.0
15415,5.0
12016,60.0
27806,170808.0
25548,590779.0
52844,509.0
12234,5515.0
15638,121347.0
56970,61319.0
9723,173756.0
43860,2120836.0
36513,14629.0
4007,50756.0
33847,141.0
55241,89917.0
1254,7602.0
17439,2051.0
39269,13673.0
29885,8442.0
46644,35251.0
19204,2535716.0
32487,1796.0
45930,262772.0
19390,8388.0
37725,88673.0
9691,133141.0
55001,12410.0
44679,26.0
19736,3594.0
51697,43.0
46307,14738.0
30120,726.0
49374,61769.0
21337,24.0
57910,355.0
9601,96475.0
11621,829679.0
53079,3351.0
6263,342.0
55946,323008.0
57568,11191.0
47522,52512.0
172,37497.0
25078,312035.0
5479,18.0
11815,354.0
31651,4719.0
43578,2.0
39838,16016.0
22652,6574.0
7875,152.0
9558,44919.0
36710,374.0
42750,50613.0
31669,6321.0
44284,15.0
48693,4690.0
26477,423578.0
55614,73471.0
34830,18141.0
31439,10184.0
3448,60873.0
48970,751024.0
27988,16268.0
4625,173.0
58698,2191.0
18345,27.0
26976,15229.0
13340,2315.0
39297,16780.0
23882,5683.0
38639,1177.0
11222,84917.0
20053,5866.0
41287,761.0
33739,4.0
40020,124329.0
5019,109357.0
46350,15640.0
8014,6672.0
38840,4399.0
44397,19.0
30854,92577.0
52573,1.0
4026,61643.0
9397,22103.0
55087,3.0
1615,23.0
40322,354461.0
35522,310.0
22840,8619.0
47712,336.0
18235,7.0
29162,19.0
35501,298.0
22365,8.0
35633,1137.0
45433,1043.0
36140,68605.0
47009,187.0
3397,38517.0
6410,4088.0
30752,17094.0
53718,1493.0
36759,15525.0
14911,4682.0
41126,11.0
3694,2585.0
24510,467113.0
44672,26.0
2393,44953.0
48309,131724.0
15375,88.0
37507,258840.0
13374,2495.0
23297,733.0
41733,272364.0
18090,58672.0
34936,68791.0
46703,261437.0
9965,2858.0
35664,91.0
30959,82.0
22807,7921.0
36197,219084.0
894,62693.0
23206,103239.0
2903,5283.0
8310,934.0
58494,51.0
10452,18.0
51318,428533.0
13415,4298.0
41595,99157.0
35978,275.0
9839,7.0
1087,855.0
45442,1253.0
15556,64690.0
48683,4579.0
11243,86990.0
23442,5511.0
53282,24.0
43649,87147.0
22182,1981.0
24429,160165.0
51702,44.0
31626,4070.0
1215,5616.0
5825,902.0
346,223.0
47193,2019.0
9396,22103.0
4418,473991.0
49662,3589.0
47144,1618.0
16913,5089.0
26357,238499.0
53991,199.0
38288,3147.0
53113,3475.0
20820,3.0
43342,20604.0
43639,32008.0
33567,1909.0
12260,6200.0
48303,122152.0
22132,1460.0
4937,70111.0
37582,37384.0
34792,8098.0
24350,32033.0
22832,8478.0
49972,1628208.0
5810,305.0
10943,451634.0
50668,23316.0
14978,5387.0
51381,25415.0
29971,95355.0
23605,588.0
52604,94.0
32897,2382.0
39736,2.0
23420,4597.0
23337,3417.0
16606,33445.0
30713,3017.0
55662,122273.0
3808,7871.0
49471,1942.0
18838,30073.0
29243,22.0
46637,34193.0
46539,14836.0
55948,325263.0
46290,13881.0
450,3454.0
41985,230.0
34925,61762.0
51616,340115.0
2278,4283.0
46266,11380.0
49259,21432.0
29096,3.0
4106,87600.0
32359,5948.0
27064,36234.0
19030,204244.0
10919,411726.0
49438,806.0
53760,2071.0
49933,974449.0
44292,15.0
37152,22287.0
23768,2121.0
1060,852.0
5124,1058.0
54998,11621.0
6599,143978.0
10205,1451.0
32452,22.0
6607,144708.0
133,33180.0
55551,50857.0
39250,11289.0
9559,46371.0
22674,25.0
39861,39060.0
47128,1354.0
45866,65077.0
56799,1804.0
20397,273965.0
10062,9780.0
14553,10019.0
33231,2567.0
49185,12602.0
30400,998.0
39024,64336.0
55272,160679.0
42667,26715.0
24850,721.0
5259,67335.0
8737,615.0
45779,1035.0
12119,3038.0
49186,12653.0
55547,48667.0
45490,2428.0
49616,3016.0
54923,1353.0
19566,9.0
21886,7308.0
56049,1633733.0
379,789.0
31530,5.0
45499,2628.0
5252,64627.0
13401,3617.0
27998,22597.0
6812,14961.0
33720,1.0
24505,444348.0
1937,3607.0
602,46863.0
41624,7.0
56060,1814395.0
44915,29.0
31496,114487.0
5282,80894.0
7790,146.0
1676,26.0
7473,4777522.0
25998,18667.0
31214,8.0
5689,8519.0
47576,57654.0
26525,1728878.0
29797,954.0
51692,42.0
32727,52638.0
54948,3776.0
22221,2245.0
36319,82.0
36462,8288.0
55423,13.0
40584,36151.0
42605,13.0
33203,2411.0
46387,16766.0
57977,1049.0
51728,122.0
2626,6948.0
20294,186506.0
9550,30809.0
31531,7.0
53371,25.0
54612,231869.0
44290,15.0
18492,46.0
10043,8423.0
16804,3071.0
12132,3664.0
5150,28018.0
26906,160.0
37070,11714.0
6395,1470.0
37237,6.0
30671,484.0
30485,1348.0
53703,1277.0
46670,64065.0
18941,59228.0
27243,8.0
47911,24225.0
54249,1087.0
26260,27980.0
41330,59.0
25456,341699.0
24284,1986.0
7341,291579.0
48310,134545.0
2405,47431.0
42149,220819.0
25956,15896.0
57174,9.0
51116,47736.0
59143,561.0
8211,20.0
50907,5187.0
18876,4.0
40547,16153.0
57304,12.0
57903,352.0
9049,277.0
32066,17111.0
58238,6405306.0
49142,10991.0
15559,69649.0
10353,4866.0
2414,49901.0
2262,2066.0
27680,78486.0
44773,259.0
25919,1351.0
52047,426.0
21659,101599.0
54964,6879.0
12531,109971.0
10152,11.0
51574,97019.0
41442,3721.0
19852,24.0
29630,4893.0
21790,996.0
50670,23316.0
36947,29.0
43290,8067.0
24317,12438.0
31741,9119.0
14958,5369.0
26856,12732.0
30833,79797.0
30760,22781.0
46578,28099.0
17218,491.0
25448,307385.0
24407,115056.0
25070,291172.0
20203,1457.0
2540,15.0
57518,1325.0
23449,7382.0
34887,37740.0
41546,63185.0
25503,508508.0
26585,44.0
38705,1282.0
39168,1740.0
6525,123345.0
25604,5364.0
8544,11.0
11155,83959.0
49328,28769.0
27970,8067.0
14047,28716.0
48451,390.0
1568,17684.0
18943,47378.0
46429,35.0
4936,69950.0
48672,4525.0
8513,2.0
50749,11.0
50370,48949.0
45520,4.0
56385,10070661.0
58904,11376.0
2967,16591.0
58916,12836.0
6279,364.0
33409,139.0
23530,181881.0
30157,1164.0
24863,721.0
31524,1.0
54762,2178580.0
11644,998942.0
27150,97095.0
4313,290360.0
11191,84186.0
25177,703288.0
15322,33.0
29266,23.0
1672,26.0
14600,12591.0
45871,76726.0
2546,15.0
27895,303.0
37951,1504.0
57096,1.0
25533,572600.0
35266,359.0
29853,2451.0
29616,2840.0
7825,148.0
27054,26463.0
30081,24.0
34253,356.0
39642,15793.0
8298,892.0
22172,1954.0
2536,15.0
35231,210.0
3588,100.0
15718,176378.0
27320,739.0
18321,18.0
14452,14342.0
549,17350.0
18358,27.0
51245,103200.0
37898,1440.0
48762,3465.0
30738,10437.0
27334,961.0
33079,13738.0
59148,605.0
9659,118973.0
33322,3706.0
16824,4821.0
40046,128867.0
49073,6088.0
12871,21361.0
34287,387.0
13015,2247.0
51363,10897.0
38927,44890.0
53611,373.0
35276,512.0
4004,49719.0
36514,14723.0
50010,1958844.0
38338,4668.0
16834,4821.0
36494,12777.0
49680,2.0
44319,16.0
32700,25742.0
11990,3.0
48851,364328.0
43227,144240.0
56602,1364.0
35232,210.0
46905,136.0
32477,428.0
23788,2419.0
19326,4428.0
42350,15366.0
345,212.0
35879,18341.0
42162,261216.0
16334,115541.0
14612,13032.0
15604,104110.0
54285,1306.0
55618,75981.0
38050,1815.0
12383,1263.0
976,39.0
52351,4453.0
29383,41.0
10312,4786.0
9334,19409.0
41061,8.0
8830,1.0
1063,853.0
45063,78.0
14442,12987.0
15113,11.0
6147,77.0
49408,5.0
46903,136.0
30904,51.0
26146,318671.0
52196,503.0
28086,53797.0
48978,769759.0
13014,2247.0
21049,23060.0
18579,1041.0
24674,721.0
3746,6644.0
38615,1161.0
33483,632.0
7688,141.0
38982,58647.0
35857,13348.0
42755,51569.0
29836,1719.0
40300,326216.0
43112,120846.0
5816,483.0
55960,340929.0
1755,95.0
36190,194461.0
17321,961.0
2501,156763.0
6291,386.0
26929,928.0
40340,403311.0
38442,5938.0
34316,451.0
2727,24236.0
3575,93.0
46967,153.0
46787,11.0
53083,3376.0
23359,3990.0
24169,7814682.0
19133,777378.0
51045,4834.0
45660,901.0
35068,93.0
12821,20183.0
33675,11569.0
55215,60077.0
23633,1773.0
54319,2185.0
36571,8.0
18652,7001.0
56892,20531.0
10861,291847.0
21844,4904.0
43851,1910149.0
21064,34299.0
27811,175565.0
12705,6874.0
39100,3.0
13978,11954.0
40578,32250.0
23948,119.0
43161,131939.0
32557,7970.0
31569,3537.0
4376,396413.0
28048,37218.0
18076,40671.0
53255,2.0
32100,17473.0
46503,11227.0
39812,3573.0
27557,61.0
46589,30209.0
25349,15414.0
28322,12168.0
11060,2877.0
35102,97.0
53717,1488.0
38271,2519.0
36799,64453.0
47927,57664.0
44984,60.0
54049,4629.0
47907,19851.0
33753,4.0
30274,3206.0
42022,7579.0
388,872.0
55246,98658.0
40798,22597.0
19143,1002635.0
45685,913.0
55023,17667.0
43680,379051.0
13381,2646.0
14156,664863.0
20834,99.0
137,34184.0
17728,1389.0
41467,8389.0
36125,47638.0
8018,7411.0
39687,35193.0
33254,2777.0
14699,27546.0
4143,95558.0
10581,971.0
24356,38277.0
6958,113392.0
54216,1025.0
7293,8044.0
19712,3362.0
8987,234.0
22018,13368.0
13344,2325.0
34966,95383.0
39893,79159.0
53414,27.0
44756,156.0
15287,24.0
15172,16.0
49667,3589.0
28309,10059.0
39682,32765.0
46284,13456.0
43917,17.0
55836,183501.0
42936,439.0
819,42619.0
46,532.0
34330,491.0
41827,805302.0
47545,56404.0
49872,370867.0
53197,4126.0
29976,104267.0
45973,319932.0
28249,1263.0
55442,98.0
56596,1300.0
34384,539.0
603,47742.0
23885,5726.0
48686,4579.0
5393,600397.0
36780,42365.0
21748,1.0
28641,75697.0
58026,1169.0
19048,214174.0
58691,2107.0
28966,44458.0
16230,96590.0
52596,25.0
44709,27.0
17994,1344.0
222,39297.0
21783,579.0
34613,814328.0
32990,10398.0
18328,19.0
20310,193371.0
4989,83998.0
34443,11633.0
19857,34.0
26376,242639.0
35513,301.0
45217,245.0
397,964.0
15345,68.0
43818,1318783.0
39515,8561.0
18513,53.0
43281,4761.0
18605,4129.0
22470,297.0
38710,1327.0
51765,372.0
22868,8964.0
18808,18345.0
19888,370.0
10622,1193.0
40365,471335.0
35082,95.0
37060,11033.0
2639,7114.0
27495,183429.0
23407,4398.0
54657,294620.0
21013,11663.0
33692,13230.0
41718,214788.0
27731,135964.0
50645,20468.0
2046,260911.0
8056,14962.0
8667,445.0
8282,847.0
42178,309303.0
54414,86265.0
31892,186.0
42894,374121.0
55721,194652.0
27267,358.0
31722,7718.0
32958,7804.0
50271,3402.0
12560,139638.0
10987,519977.0
58130,69051.0
27863,7.0
27225,274947.0
55428,27.0
23845,5226.0
11788,303.0
12960,1534.0
36344,307.0
16590,31061.0
2456,108687.0
25202,1028986.0
26277,115242.0
36229,364190.0
8650,412.0
4812,5297.0
56130,17.0
43400,56550.0
56303,5477624.0
14428,11918.0
31678,7007.0
14469,17182.0
40248,295849.0
40285,316934.0
34170,337.0
58891,8663.0
34236,346.0
36873,7.0
52907,35.0
25790,40703.0
